,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,Album Release Year
9321,spotify:track:3zIZJyBwLTmQMCYUbbaNS3,We No Speak Americano,"spotify:artist:4KkHjCe8ouh8C2P9LPoD4F, spotify:artist:2fhWAPuLLisDEGpXsniy92, spotify:artist:6OkVmXCnj1BPjTf5aihiwt, spotify:artist:1UfLuvdj4T8qcQbcCT7y8G","Yolanda Be Cool, Andrew Stanley, DCup, Matt Handles",spotify:album:0uf3n2BVs1l143b8ZX3ehO,We No Speak Americano,"spotify:artist:4KkHjCe8ouh8C2P9LPoD4F, spotify:artist:6OkVmXCnj1BPjTf5aihiwt","Yolanda Be Cool, DCup",2010-01-01,https://i.scdn.co/image/ab67616d0000b273cdb872dccea18afd34fd0015,1,1,130478,,False,0,AUCN30901666,spotify:user:bradnumber1,2020-03-05T09:20:52Z,"australian dance,australian house,bass house",0.902,0.685,10.0,-6.54,0.0,0.0566,0.111,0.00374,0.0994,0.672,125.01,4.0,,UMOD (Universal Music On Demand),"C © 2010 Sweat it Out Pty Ltd., under exclusive licence to All Around The World Limited / Universal Music TV, a division of Universal Music Operations Limited., P ℗ 2010 Sweat it Out Pty Ltd., under exclusive licence to All Around The World Limited / Universal Music TV, a division of Universal Music Operations Limited.",2010
9323,spotify:track:0lnBhIrUSKbtCgUObVmj6x,(I Don't Know Why) But I Do,spotify:artist:3EYYw0bxDMBYfLoBehpsNf,"Clarence ""Frogman"" Henry",spotify:album:20MK84QhMcnrSAjeqDIob1,Music For Rock 'n' Roll,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2007-01-01,https://i.scdn.co/image/ab67616d0000b27380642ba1edf4cf76105cf636,1,14,138106,,False,0,USMC16147933,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"doo-wop,louisiana blues,new orleans blues,rhythm and blues,rock-and-roll",0.678,0.388,10.0,-10.625,1.0,0.0305,0.285,0.0,0.249,0.783,110.438,4.0,,Universal Music,"C © 2007 Spectrum Music, P ℗ 2007 Spectrum Music",2007
9324,spotify:track:2WNVqZq1ujhMDlOAqBFkVv,My Humps,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,spotify:album:6Gdt5ogiuJ9knp8Q5148ea,Monkey Business,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,2005-01-01,https://i.scdn.co/image/ab67616d0000b27377234f29940be7edb73bff87,1,5,326960,,False,0,USIR10500771,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.802,0.682,1.0,-5.924,0.0,0.222,0.111,1.39e-05,0.109,0.586,123.95,4.0,,Universal Music Group,"C © 2005 Interscope Records, P ℗ 2005 Interscope Records",2005
9332,spotify:track:5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:1anyVhU62p31KFi8MEzkbf","Justin Bieber, Chance the Rapper",spotify:album:4hR7jjsPvRwwcHx8ntJSQS,Holy,"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:1anyVhU62p31KFi8MEzkbf","Justin Bieber, Chance the Rapper",2020-09-18,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,1,1,212093,https://p.scdn.co/mp3-preview/f5f395935b92632ca49742786c32493475c0b493?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USUM72017013,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian pop,pop,chicago rap,conscious hip hop,hip hop,pop rap,rap",0.673,0.704,6.0,-8.056,1.0,0.36,0.196,0.0,0.0898,0.372,86.919,4.0,,RBMG/Def Jam,"C © 2020 The Island Def Jam Music Group, P ℗ 2020 Def Jam Recordings, a division of UMG Recordings, Inc.",2020
9333,spotify:track:1yzbqrSF0vuaO7nuKYSd6f,Coming of Age,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:album:22cFcAQkydpTzeSKQZEKv0,Supermodel,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,2014-03-14,https://i.scdn.co/image/ab67616d0000b2733fa1cde08a07e944779fc433,1,3,280040,https://p.scdn.co/mp3-preview/0ab0fc4229e977b5d341f829705040a1fa4a2af5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,USSM11305799,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indietronica,modern alternative rock,modern rock,rock",0.534,0.955,7.0,-4.447,0.0,0.0524,0.0219,0.00573,0.322,0.425,130.09,4.0,,Columbia,"P (P) 2014 Columbia Records, a Division of Sony Music Entertainment",2014
9334,spotify:track:0VUEeysnHl7ZV8vtUEMtIf,Saving All My Love for You,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,spotify:album:2No9DisAfser7YCYQcYpj3,I Will Always Love You: The Best Of Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,2012-11-12,https://i.scdn.co/image/ab67616d0000b273bddfe60a1ae03aeb8f7460c9,1,2,237320,,False,0,USAR18500021,spotify:user:bradnumber1,2021-08-08T09:26:31Z,dance pop,0.401,0.313,6.0,-11.74,0.0,0.0324,0.576,6.42e-05,0.092,0.252,198.23,3.0,,Arista Records/RCA Records,"P (P) 2012 RCA Records, a division of Sony Music Entertainment",2012
9336,spotify:track:34oFblvtTvOwbBbFks85xy,Seasons,spotify:artist:3whuHq0yGx60atvA2RCVRW,Olly Murs,spotify:album:0jD1tOJpP0Qz8UcLq3FFkr,Never Been Better (Deluxe),spotify:artist:3whuHq0yGx60atvA2RCVRW,Olly Murs,2014-11-21,https://i.scdn.co/image/ab67616d0000b2739bf59f7a0e061de08140d425,1,5,217253,,False,0,GBARL1401281,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,talent show",0.633,0.817,7.0,-4.495,0.0,0.0663,0.0754,0.0,0.256,0.584,91.968,4.0,,Epic,P (P) 2014 Sony Music Entertainment UK Limited,2014
9338,spotify:track:5YhAAlelWek228jZzxgEfr,Honestly,spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0,Hot Chelle Rae,spotify:album:0UkgnXc0w7qiRE2X086BdN,Whatever,spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0,Hot Chelle Rae,2011-11-25,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,1,3,201506,https://p.scdn.co/mp3-preview/94a3dd92cf9e1858b138bd47eb8d0f3463cca01d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,USRC11100857,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance rock,neon pop punk,post-teen pop",0.641,0.787,0.0,-4.271,1.0,0.0375,0.0268,0.0,0.11,0.916,93.01,4.0,,RCA Records Label,"P (P) 2011 RCA Records, a division of Sony Music Entertainment",2011
9340,spotify:track:1qJRJSd8TRFGkT5cnN93s9,Sometimes When We Touch - Radio Edit,"spotify:artist:4ePkEXGAFYetvqmFU2YZeb, spotify:artist:2DKOETVZ19zpFNWxN3y4XX","Newton, StarLab",spotify:album:1Chxi7lO0vc9FnK4S2UE3g,Time to Believe,spotify:artist:4ePkEXGAFYetvqmFU2YZeb,Newton,2013-12-01,https://i.scdn.co/image/ab67616d0000b2732379078f29524a3a30935096,1,13,235920,,False,0,QM6P41478677,spotify:user:bradnumber1,2020-03-05T09:20:39Z,ruta destroy,0.592,0.815,2.0,-13.517,1.0,0.0529,0.0799,0.0,0.216,0.689,133.918,4.0,,U4iA Recordings,"C (C) 2013 U4iA Recordings, P (P) 2015 U4iA Recordings",2013
9343,spotify:track:1iqYXkIlPhNOK8YsnFpOfX,Stop The Music,"spotify:artist:2Q13jBmo9llBTWdgnZMzyS, spotify:artist:1cUNRt3Ha4lnnNvPTJAIa8","P-Money, Scribe",spotify:album:0pRzCgWWLfSvMukBReWEsZ,Magic City,spotify:artist:2Q13jBmo9llBTWdgnZMzyS,P-Money,2005-07-03,https://i.scdn.co/image/ab67616d0000b2730170d094f86e6615232a60e2,1,15,309146,,True,0,NZD100400115,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"nz hip hop,nz hip hop",0.723,0.63,9.0,-6.749,0.0,0.0471,0.00303,0.0428,0.0926,0.0596,129.941,4.0,,All City Music,"C 2005 Dirty Records, P 2005 Dirty Records",2005
9345,spotify:track:7N3HOrscxKMR3xgIXuTBB9,Everyone's at It,spotify:artist:13saZpZnCDWOI9D4IJhp1f,Lily Allen,spotify:album:52MLLeRgpLPVpTQUk0BXNs,"It's Not Me, It's You",spotify:artist:13saZpZnCDWOI9D4IJhp1f,Lily Allen,2009-01-26,https://i.scdn.co/image/ab67616d0000b2730b386bfc7e98feaf1b5ed350,1,1,275273,https://p.scdn.co/mp3-preview/da121a175aa7f7d92ca6c5985340a53de5ac740d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,15,GBAYE0802377,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,electropop",0.643,0.921,2.0,-6.803,0.0,0.0689,0.0208,1.86e-05,0.2,0.659,117.003,4.0,,Parlophone UK,"C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2009 Parlophone Records Ltd, a Warner Music Group Company",2009
9346,spotify:track:3v9iO1CBOG37cyHFajwyFV,This Craziness Inside of Me,spotify:artist:2f7imcAJGFFABC2Y7dHtK2,Steady Rollin,spotify:album:0HVUTTXcQXJa8KJtQvD9el,This Craziness Inside of Me,spotify:artist:2f7imcAJGFFABC2Y7dHtK2,Steady Rollin,2021-07-23,https://i.scdn.co/image/ab67616d0000b2738b490f67e05d8481707fe8c0,1,1,263754,https://p.scdn.co/mp3-preview/0663f36c00abcdc97faeaee5c4842f1f627492d2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,3,ushm82111237,spotify:user:bradnumber1,2021-08-08T09:26:31Z,indie salvadoreno,0.655,0.918,0.0,-3.624,1.0,0.0292,0.00865,0.00239,0.177,0.849,126.018,4.0,,Steady Rollin,"C 2021 Fernando Poma Kriete, P 2021 Fernando Poma Kriete",2021
9347,spotify:track:0CI422U7nhDLnk43s1BS1F,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"spotify:artist:3t5xRXzsuZmMDkQzgOX35S, spotify:artist:2TL8gYTNgD6nXkyuUdDrMg","Robin Schulz, Jasmine Thompson",spotify:album:1uMFVKi8n8T0Yjo3GI3wzh,Prayer,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2014-09-19,https://i.scdn.co/image/ab67616d0000b27358bc4150f6e6c590e8e6d136,1,3,179960,https://p.scdn.co/mp3-preview/d7adcc0e1c18d1476c9c37dbaae76ed8371a7147?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,DEA621400666,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep euro house,deep house,edm,german dance,pop dance,tropical house,viral pop",0.548,0.723,6.0,-6.002,1.0,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,4.0,,Tonspiel,"C © 2014 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company, P ℗ 2014 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company",2014
9353,spotify:track:6YEq8UF9EYlMrIVWc35CPH,Jumpin' Jack Flash - (Original Single Mono Version),spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:album:7xZouUPtoLMxXcRwgWi5BO,Singles 1968-1971,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,2005-02-28,https://i.scdn.co/image/ab67616d0000b2730fda665e49a919b14c3c378e,1,1,217973,https://p.scdn.co/mp3-preview/6568413e52367ead5b0ab5ce07649c69e78d62fd?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,USA176810110,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"album rock,british invasion,classic rock,rock",0.6,0.91,3.0,-6.98,1.0,0.0497,0.0406,0.561,0.0642,0.619,137.361,4.0,,"ABKCO Music and Records, Inc.","C © 2005 ABKCO Music & Records Inc., P This Compilation ℗ 2005 ABKCO Music & Records Inc.",2005
9354,spotify:track:0tHOhXCKhFB5odvbMYEMbb,Neopolitan Dreams,spotify:artist:53f2OKMfVLTsHFkGyA5dnz,Lisa Mitchell,spotify:album:0JR5U7wsYbHaSZhkYS2r7X,Wonder (Standard),spotify:artist:53f2OKMfVLTsHFkGyA5dnz,Lisa Mitchell,2009-07-09,https://i.scdn.co/image/ab67616d0000b2736eb05bca232ae1db890d25bc,1,2,193946,https://p.scdn.co/mp3-preview/39873f2cf5500d174caa0176ac5c6cf64e4abf0f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,36,GBARL0900654,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian indie,australian indie folk,australian indigenous",0.739,0.485,0.0,-10.715,1.0,0.0299,0.22,0.0,0.105,0.492,113.98,4.0,,WM Australia,"C © 2009 Warner Music Australia Pty Limited. Marketed and distributed by Warner Music Australia Pty Limited in Australia and New Zealand, P ℗ 2009 Warner Music Australia Pty Limited",2009
9361,spotify:track:6SpLc7EXZIPpy0sVko0aoU,Misery Business,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:71rziY9eLo1tA2dBMxrwhc,Riot!,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,2007-06-11,https://i.scdn.co/image/ab67616d0000b273bee754528c08d5ff6799a1eb,1,4,211520,https://p.scdn.co/mp3-preview/ba87b3463a795afa81ee18d3fbb116bb7793140e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,79,USAT20702617,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"candy pop,pixie,pop,pop emo,pop punk,rock",0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4.0,,Fueled By Ramen,"C © 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.",2007
9363,spotify:track:7q0XY2i6LWR68qft8Fvh4h,"Painted, Tainted Rose",spotify:artist:7egNqIGRldMzifHoh8pib6,Al Martino,spotify:album:7cWOTIQlYrLII0auKgu8iy,"Painted, Tainted Rose",spotify:artist:7egNqIGRldMzifHoh8pib6,Al Martino,2001-09-20,https://i.scdn.co/image/ab67616d0000b27340975e3c9735f98489a8a833,1,1,165720,https://p.scdn.co/mp3-preview/6d7a04d7555cb4fbaff9d27955ef01f98ecee68e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,ZA42A1536704,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening",0.228,0.417,7.0,-11.293,1.0,0.0319,0.901,0.000206,0.375,0.394,103.529,4.0,,TP4 Music,"C 2015 TP4 Music, P 2015 TP4 Music",2001
9366,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:album:5ax3GTsfX5uCUaNgnJsSG5,Britney (Digital Deluxe Version),spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,2001-10-31,https://i.scdn.co/image/ab67616d0000b273e1a4e01cb7a1ecff468bbead,1,1,203600,https://p.scdn.co/mp3-preview/411aec589673bde64084922356db7fd5f19cd871?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USJI10100421,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.847,0.843,5.0,-3.579,0.0,0.106,0.415,0.000134,0.107,0.963,110.027,4.0,,Jive,P (P) 2001 Zomba Recording LLC,2001
9369,spotify:track:4BtLrtedxhMHdlLr6mWdg5,Too Big - 2017 Remaster,spotify:artist:15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,spotify:album:7J7hokoYf6Osgbsv5eZacy,Legend: The Best Of,spotify:artist:15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,2017-09-22,https://i.scdn.co/image/ab67616d0000b273964242c322fb5465a8c71556,1,9,202662,,False,0,UKKP21700025,spotify:user:bradnumber1,2021-08-08T09:26:31Z,glam rock,0.673,0.843,7.0,-7.826,1.0,0.147,0.147,0.0,0.625,0.847,113.92,4.0,,Chrysalis Records,"C 2017 Chrysalis Records Limited, P 2017 Chrysalis Records Limited",2017
9370,spotify:track:40tnMfqlJ5PTNJFlx1U2RL,If It's Lovin' That You Want,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:2Pr6XAzfBObBUTgiSXmr3n,Music Of The Sun,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2005-08-29,https://i.scdn.co/image/ab67616d0000b2734a8c869f3bd4d0d4519a8c50,1,3,208106,,False,0,USUM70501130,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"barbadian pop,pop,urban contemporary",0.745,0.694,8.0,-7.519,1.0,0.128,0.0962,0.0,0.0454,0.74,95.924,4.0,,Universal Music Group,"C © 2005 The Island Def Jam Music Group, P ℗ 2005 The Island Def Jam Music Group",2005
9379,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,Chunky,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2016-11-17,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,1,2,186973,https://p.scdn.co/mp3-preview/cb1271bde07433fa99a73e11763003a1116722c5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USAT21602946,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.571,0.539,5.0,-4.446,0.0,0.116,0.0208,0.0,0.125,0.727,202.103,4.0,,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",2016
9380,spotify:track:2FY7b99s15jUprqC0M5NCT,Natural,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:3JfSxDfmwS5OeHPwLSkrfr,Origins (Deluxe),spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,2018-11-09,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,1,1,189466,https://p.scdn.co/mp3-preview/e375c82aba995cc3a35b8c2428696f00ef07e5a7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USUM71806694,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop,rock",0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.0,0.0812,0.22,100.0,4.0,,Kid Ina Korner / Interscope,"C © 2018 KIDinaKORNER/Interscope Records, P ℗ 2018 KIDinaKORNER/Interscope Records",2018
9384,spotify:track:3ef0fg5FGImMaZFdUSd3DY,R.I.P. (feat. Tinie Tempah),"spotify:artist:5CCwRZC6euC8Odo6y9X8jr, spotify:artist:0Tob4H0FLtEONHU1MjpUEp","Rita Ora, Tinie Tempah",spotify:album:66InqDn9SLDox1SADhsXKG,ORA,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,Rita Ora,2012-09-07,https://i.scdn.co/image/ab67616d0000b27347ef1a5b2207edf038cbdf74,1,4,228026,https://p.scdn.co/mp3-preview/069cba595b44e9264c4a247b451afacc4d0e5020?cid=9950ac751e34487dbbe027c4fd7f8e99,False,26,USQX91200342,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,uk pop,dance pop,grime,pop rap",0.603,0.831,11.0,-3.443,0.0,0.0479,0.027,0.0,0.652,0.358,72.022,4.0,,Roc Nation/Columbia,"P (P) 2012 Roc Nation LLC, 2012 Ministry Of Sound Recordings",2012
9385,spotify:track:7mKjRwSWxn8pbgc74K5Z1P,Falling in Love Again,spotify:artist:4yTAya80KDHLPYiEVJbPod,Ted Mulry,spotify:album:3aTlizKS8qENJxB5diPTeM,Vanda and Young: the Official Songbook,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2014-01-01,https://i.scdn.co/image/ab67616d0000b273541cef85f470722bc61a0f87,1,3,228186,https://p.scdn.co/mp3-preview/3cfe471378d32d61e52936658928dd031c29dc85?cid=9950ac751e34487dbbe027c4fd7f8e99,False,26,AUAP07000003,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.501,0.633,7.0,-6.005,1.0,0.0323,0.424,0.0523,0.339,0.628,114.333,4.0,,Albert Productions,"C © 2014 BMG AM Pty Ltd., P ℗ 2014 BMG AM Pty Ltd.",2014
9388,spotify:track:5ldiFQudKLQ1QJVGkXTywg,All Of This,spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous,spotify:album:2eh7TIUa0GYgPTEmujZR1U,Passive Me Aggressive You,spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous,2010-01-01,https://i.scdn.co/image/ab67616d0000b273fc962201cc170e8a954e586c,1,1,235400,https://p.scdn.co/mp3-preview/b9721091c19707ac90ebb88390f4d5616be2716a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,NZNK11000007,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"auckland indie,indietronica,kiwi rock,metropopolis",0.551,0.959,11.0,-5.064,0.0,0.0731,0.000123,0.000385,0.0743,0.703,152.011,4.0,,Universal Music New Zealand Limited,"C © 2010 Somewhat Damaged, P ℗ 2010 Somewhat Damaged",2010
9389,spotify:track:6Sq8sCfsDR0345z088YFgU,Banks of the Ohio,spotify:artist:4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,spotify:album:4LZhAy9UsJ0EiqqeKyrlts,Hopelessly Devoted: The Hits,spotify:artist:4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,2018-06-08,https://i.scdn.co/image/ab67616d0000b273ea73235699dcf414d1e1adae,1,10,194293,https://p.scdn.co/mp3-preview/689efadf5b1d49407d6e798a6fb0ceb907bc34c3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,29,QM75X1800001,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,australian dance,disco,mellow gold,soft rock",0.518,0.641,0.0,-5.98,1.0,0.0274,0.555,2.52e-06,0.174,0.674,130.097,4.0,,Sony Music Entertainment,"P (P) 2018 ONJ Productions, Ltd. under exclusive licence to Sony Music Entertainment Australia Pty Ltd",2018
9394,spotify:track:5Ue25r0VGvZR7vaw3iB0gZ,Turn All the Lights On (feat. Ne-Yo),"spotify:artist:3aQeKQSyrW4qWr35idm0cy, spotify:artist:21E3waRsmPlU7jZsS13rcj","T-Pain, Ne-Yo",spotify:album:49FwsZq64UotAHB0CXGR1N,rEVOLVEr (Deluxe Version),spotify:artist:3aQeKQSyrW4qWr35idm0cy,T-Pain,2011-12-02,https://i.scdn.co/image/ab67616d0000b27394f26a33c5fd4ea5c80c7949,1,14,216440,,True,0,USRC11101041,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,dance pop,pop,r&b,urban contemporary",0.697,0.807,6.0,-3.049,0.0,0.0587,0.0382,0.0,0.471,0.732,127.01,4.0,,RCA Records Label,"P (P) 2011 RCA Records, a division of Sony Music Entertainment",2011
9396,spotify:track:6vY3lQxTHLxBhlTcOlFwig,Everytime You Need Me,spotify:artist:2t9efDsc10DtZpi4LP3BJJ,Fragma,spotify:album:4KIflghOzSdIl08dNz1SaE,Años 2000 Vol. 7,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2001,https://i.scdn.co/image/ab67616d0000b273c4b37a61bb2092c7f28c8c1b,1,20,210440,,False,0,QM6P41533270,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"eurodance,german techno",0.677,0.907,11.0,-6.168,0.0,0.0319,0.15,0.0424,0.318,0.747,137.051,4.0,,Dfm Music,C (C) 2001 Dfm Music,2001
9398,spotify:track:7roxK4OkEgfAH8GamPp35m,One Mint Julep,"spotify:artist:1eYhYunlNJlDoQhtYBvPsi, spotify:artist:1etZbbAlGpjf8r1oa3kYhx","Ray Charles, Rudolph Toombs",spotify:album:6yFi30xgH1KwFsb3Gnk8lT,R&B Classics of the 60s,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2013-11-19,https://i.scdn.co/image/ab67616d0000b2739f1d9981decd2057be10c7e7,1,4,189226,,False,0,USC4R0919159,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic soul,jazz blues,piano blues,soul,soul blues,vocal jazz",0.735,0.452,8.0,-11.934,1.0,0.146,0.691,0.772,0.0453,0.783,129.484,4.0,,U-5,"C 2013 U-5, P 2013 U-5",2013
9399,spotify:track:2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Swedish House Mafia, The Weeknd",spotify:album:3udIvIqyBG1RrHxXrUZDoK,Moth To A Flame,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Swedish House Mafia, The Weeknd",2021-10-22,https://i.scdn.co/image/ab67616d0000b2732751f15ff6c8174e540b6fb4,1,1,234000,,False,10,USUG12105524,spotify:user:bradnumber1,2021-11-20T11:36:22Z,"edm,pop dance,progressive electro house,canadian contemporary r&b,canadian pop,pop",0.542,0.659,8.0,-7.289,1.0,0.0389,0.00279,0.0,0.105,0.109,120.122,4.0,,Republic Records,"C © 2021 SSA Recording, LLP, under exclusive license to Republic Records, a division of UMG Recordings, Inc., P ℗ 2021 SSA Recording, LLP, under exclusive license to Republic Records, a division of UMG Recordings, Inc.",2021
9400,spotify:track:5dkrQCGm5MszVzSrc7oWPw,Fly Too High - Remastered,spotify:artist:5c9uFWpZY2MTlk7Rft0tgp,Janis Ian,spotify:album:3Hfh82xe3hXI1LuyxzWkJH,Night Rains (Remastered),spotify:artist:5c9uFWpZY2MTlk7Rft0tgp,Janis Ian,2018-05-25,https://i.scdn.co/image/ab67616d0000b273a0e273507d185782784051e3,1,2,309580,,False,0,GBARL1700699,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"folk,folk rock,singer-songwriter",0.821,0.563,5.0,-10.584,0.0,0.0454,0.0353,7.42e-05,0.105,0.891,128.887,4.0,,Sony Music CG,"P (P) 2018 Rude Girl Records Inc., under exclusive license to Sony Music Entertainment UK Limited",2018
